Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Tetracyclines,TreatmentCONV...TreatmentRWA,0.738736119086367,-1.76598470604401,3.24345694421674,14.4629346432205,0.602623460807233,0.551337714964263,0.590718980318853,-7.49555323894403
betalactams,TreatmentCONV...TreatmentRWA,0.700371691329913,0.0417013021172545,1.35904208054257,10.4346722299889,2.17258347632898,0.0379336508191044,0.0569004762286567,-5.42285366727442
Multi-drug resistance,TreatmentCONV...TreatmentRWA,3.0678779156049,1.90078237781525,4.23497345339454,9.17403903291952,5.38740433564505,9.98251390979068e-06,3.7434427161715e-05,2.62707981097642
Aminoglycosides,TreatmentCONV...TreatmentRWA,0.547695231015089,-0.280910889473103,1.37630135150328,8.97710803517046,1.35053813202051,0.187055010507646,0.233818763134557,-6.76881218415109
MLS,TreatmentCONV...TreatmentRWA,0.016814046942299,-2.18043739585138,2.21406548973598,7.64977936851906,0.0157075092172516,0.987584212806806,0.987584212806806,-7.64211256845226
Sulfonamides,TreatmentCONV...TreatmentRWA,-0.39573353619119,-1.36799031151678,0.576523239134403,5.72830955585799,-0.838739616337695,0.409648032249351,0.472670806441559,-7.24305448376849
Cationic antimicrobial peptides,TreatmentCONV...TreatmentRWA,3.78643289444647,1.85959805362601,5.71326773526692,3.71259385468654,4.14038546449523,0.000661354602823418,0.00141718843462161,-1.11688251896066
Trimethoprim,TreatmentCONV...TreatmentRWA,-1.36404834533355,-2.39972314857494,-0.32837354209215,3.55813840216066,-2.75102686224067,0.0124719265324008,0.0207865442206681,-4.13717877984493
Phenicol,TreatmentCONV...TreatmentRWA,-1.94774458891313,-2.77884817385727,-1.11664100396898,3.0015366110779,-5.00163841576027,0.000164917997357719,0.000412294993394296,0.421827239140951
Bacitracin,TreatmentCONV...TreatmentRWA,5.30752183000186,3.04206349914333,7.57298016086039,1.00720948919482,5.49927394009415,0.000800010520532344,0.00150001972599814,-0.309476354165573
Fosfomycin,TreatmentCONV...TreatmentRWA,-0.506707849932061,-1.02945113459266,0.0160354347285385,0.598178742267172,-2.25713438847348,0.0557573082256151,0.0760326930349296,-4.83229017292943
Nitrofuran,TreatmentCONV...TreatmentRWA,4.17897824089715,3.05485252420879,5.3031039575855,0.595854804226368,8.8265316133075,5.44624594196049e-05,0.000163387378258815,2.563711364436
Aminocoumarins,TreatmentCONV...TreatmentRWA,3.99592853350479,3.51466639871051,4.47719066829907,0.500826463567145,18.9770523059631,3.25790755701226e-08,4.88686133551839e-07,9.37500876999809
Fluoroquinolones,TreatmentCONV...TreatmentRWA,3.45302606295792,2.97279139644404,3.93326072947179,0.213576393473678,17.3902663945446,1.45051541159404e-06,1.08788655869553e-05,5.85066311119637
Triclosan,TreatmentCONV...TreatmentRWA,3.82346188741061,3.50246303261711,4.1444607422041,0.119485464034783,34.0539795360212,8.73430510623162e-06,3.7434427161715e-05,2.59454869249949
